Rank,Country,University,P,P(top 50%),PP(top 50%)
1061,Germany,Techn Univ Bergakad Freiberg,936,406,43.3
1062,India,Indian Inst Technol Indore,935,500,53.4
1063,India,Savitribai Phule Pune Univ,935,407,43.5
1064,Italy,Univ Insubria,934,498,53.3
1065,United States,Rockefeller Univ,934,714,76.5
1066,Pakistan,Univ Agr Faisalabad,934,385,41.2
1067,Spain,Univ Lleida,933,476,51.0
1068,Iran,Malek Ashtar Univ Technol,931,390,41.9
1069,Taiwan,National Chung Cheng Univ,928,370,39.9
1070,Turkey,Anadolu Univ,928,367,39.6
1071,Australia,Charles Sturt Univ,925,413,44.6
1072,Spain,Univ Almería,924,440,47.6
1073,Taiwan,Natl Def Med Ctr,923,369,40.0
1074,Brazil,Fed Univ Mato Grosso,922,335,36.4
1075,Iran,Univ Mazandaran,921,378,41.1
1076,India,Pondicherry Univ,920,404,43.9
1077,China,GuangZhou Univ,917,477,52.1
1078,South Korea,Incheon Natl Univ,916,348,37.9
1079,Poland,Med Univ Białystok,915,340,37.1
1080,Poland,Wrocław Univ Environ & Life Sci,913,360,39.5
1081,Iran,Univ Shahrood,912,388,42.5
1082,Turkey,Boğaziçi Univ,911,423,46.4
1083,Austria,Univ Vet Med Vienna,911,457,50.1
1084,United Arab Emirates,United Arab Emirates Univ,909,418,46.0
1085,China,Guangxi Normal Univ,908,428,47.1
1086,South Korea,Kwangwoon Univ,905,339,37.4
1087,Finland,Åbo Akademi Univ,905,434,48.0
1088,Ireland,Dublin City Univ,904,444,49.1
1089,United Kingdom,Univ Stirling,903,523,58.0
1090,Germany,Chemnitz Univ Technol,903,400,44.3
1091,Belgium,Hasselt Univ,903,486,53.8
1092,China,Wenzhou Univ,901,474,52.6
1093,Cyprus,Univ Cyprus,900,463,51.5
1094,Greece,Democritus Univ Thrace,897,398,44.3
1095,United Kingdom,Keele Univ,897,482,53.7
1096,Slovakia,Slovak Univ Technol Bratislava,891,288,32.3
1097,Canada,Brock Univ,889,433,48.7
1098,China,Univ S China,888,398,44.8
1099,Romania,Polytech Univ Bucarest,887,331,37.4
1100,Turkey,Eskişehir Osmangazi Univ,882,307,34.8
1101,Turkey,Kocaeli Univ,882,315,35.7
1102,China,Xinxiang Med Univ,882,353,40.1
1103,India,Jamia Millia Islamia,882,451,51.2
1104,Mexico,Univ Guadalajara,881,282,32.0
1105,China,Chongqing Univ Posts & Telecommun,881,424,48.1
1106,Iran,Sahand Univ Technol,881,390,44.3
1107,Iran,Shahid Chamran Univ Ahwaz,881,350,39.8
1108,Poland,Univ Agr Kraków,879,306,34.8
1109,Canada,Inst Natl Recherche Sci,878,484,55.1
1110,China,Chengdu Univ Technol,877,355,40.4
1111,United States,Illinois Inst Technol,877,459,52.3
1112,United States,Univ Maine - Orono,876,461,52.6
1113,United Kingdom,Aston Univ,874,494,56.5
1114,Taiwan,Chung Yuan Christian Univ,873,358,41.0
1115,Poland,W Pomeranian Univ Technol - Szczecin,872,274,31.5
1116,Iran,Univ Zanjan,871,390,44.7
1117,Oman,Sultan Qaboos Univ,869,380,43.8
1118,India,Tezpur Univ,869,366,42.1
1119,Australia,Australian Cath Univ,867,506,58.3
1120,Germany,Univ Kassel,867,417,48.1
1121,Sweden,Örebro Univ,866,467,53.9
1122,China,Hainan Univ,863,393,45.5
1123,Turkey,İnönü Univ,863,289,33.5
1124,United States,Univ Denver,863,469,54.4
1125,United States,Oakland Univ,862,389,45.1
1126,South Korea,Dong-a Univ,860,329,38.3
1127,Japan,Univ Yamanashi,859,329,38.3
1128,Hungary,Univ Pécs,858,346,40.4
1129,China,Shandong Univ Technol,858,358,41.8
1130,United States,Univ Massachusetts Boston,857,436,50.9
1131,Uganda,Makerere Univ,856,387,45.2
1132,France,Univ Angers,854,404,47.3
1133,Ghana,Univ Ghana,853,338,39.6
1134,United States,Univ Maryland - Baltimore County,853,415,48.7
1135,Japan,Toho Univ,851,315,37.0
1136,Japan,Jichi Med Univ,850,337,39.6
1137,Brazil,Univ Fed Juiz de Fora,850,343,40.4
1138,United Kingdom,Manchester Metropolitan Univ,849,450,53.0
1139,India,Indian Stat Inst,849,356,41.9
1140,China,China Acad Chin Med Sci,849,393,46.4
1141,Iran,Yazd Univ,848,335,39.5
1142,India,Bharathiar Univ,847,386,45.6
1143,South Africa,Rhodes Univ,845,333,39.4
1144,China,Qingdao Agr Univ,844,416,49.2
1145,United States,Coll William & Mary,841,428,50.9
1146,Japan,Ritsumeikan Univ,840,273,32.5
1147,China,N China Univ Sci & Technol,838,331,39.4
1148,Germany,Paderborn Univ,837,430,51.3
1149,Canada,Univ Regina,836,392,46.8
1150,United States,S Dakota State Univ,836,430,51.5
1151,Austria,Univ Salzburg,835,447,53.5
1152,China,Inner Mongolia Univ,834,380,45.6
1153,United States,Univ California - Merced,833,495,59.5
1154,Australia,Edith Cowan Univ,832,439,52.7
1155,United States,Univ N Carolina - Greensboro,832,424,51.0
1156,France,Univ Orléans,831,410,49.3
1157,United States,Brandeis Univ,831,503,60.5
1158,Japan,Hirosaki Univ,830,298,35.9
1159,China,Shanxi Med Univ,830,328,39.6
1160,United Kingdom,Coventry Univ,829,441,53.2
1161,Japan,Shimane Univ,829,305,36.8
1162,South Korea,Keimyung Univ,829,324,39.0
1163,United States,Univ Montana,827,473,57.2
1164,Turkey,Yüzüncü Yıl Univ,826,273,33.0
1165,China,Henan Agr Univ,826,374,45.3
1166,China,Yangtze Univ,826,325,39.3
1167,United States,Texas State Univ,825,352,42.6
1168,Australia,Univ Canberra,820,420,51.2
1169,Japan,Nagoya City Univ,818,334,40.8
1170,New Zealand,Univ Waikato,817,400,49.0
1171,Nigeria,Univ Ibadan,814,269,33.0
1172,China,Tianjin Normal Univ,812,342,42.1
1173,South Korea,Hongik Univ,811,232,28.6
1174,Russia,Moscow Engn Phys Inst,810,244,30.2
1175,China,Hunan Agr Univ,807,339,42.0
1176,Turkey,Pamukkale Univ,807,290,36.0
1177,Russia,ITMO Univ,807,375,46.4
1178,Morocco,Mohammed V Univ,807,302,37.4
1179,Pakistan,Univ Karachi,803,247,30.7
1180,Mexico,Technol Monterrey ITESM,802,355,44.2
1181,United States,Marquette Univ,798,394,49.3
1182,India,IIEST Shibpur,797,348,43.7
1183,Australia,Univ Sunshine Coast,796,387,48.6
1184,Colombia,Univ Los Andes Colombia,795,358,45.0
1185,Japan,Nara Inst Sci & Technol,792,318,40.2
1186,Romania,Univ Bucharest,789,334,42.3
1187,China,Guilin Univ Technol,789,336,42.6
1188,China,Anhui Univ Technol,786,357,45.4
1189,United States,Rochester Inst Technol,784,351,44.8
1190,Spain,Natl Distance Educ Univ,783,338,43.2
1191,Russia,Natl Res Tomsk Polytech Univ,782,351,44.9
1192,China,Zhejiang Gongshang Univ,778,373,47.9
1193,United Kingdom,Univ W England - Bristol,776,408,52.5
1194,Brazil,Univ Fed ABC,773,350,45.3
1195,China,Wuhan Institute Technol,773,410,53.0
1196,United States,Southern Methodist Univ,772,407,52.8
1197,United States,Univ N Dakota,767,354,46.2
1198,China,Changsha Univ Sci & Technol,766,360,47.0
1199,South Korea,Univ Seoul,766,314,41.0
1200,China,Shenyang Agr Univ,765,333,43.5
1201,Russia,Moscow Inst Phys & Technol,762,303,39.8
1202,United States,Univ Massachusetts Lowell,760,390,51.3
1203,China,Hunan Univ Sci & Technol,756,327,43.3
1204,Israel,Ariel Univ,755,271,35.9
1205,China,Zhejiang Chinese Med Univ,752,318,42.3
1206,Italy,Politecnico Bari,745,420,56.3
1207,Egypt,Al-Azhar Univ,741,314,42.4
1208,China,Liaocheng Univ,739,350,47.4
1209,China,Guangdong Pharmaceut Univ,738,342,46.3
1210,South Korea,Daegu Gyeongbuk Inst Sci & Technol DGIST,732,359,49.0
1211,China,Anhui Univ Sci & Technol,728,299,41.1
1212,China,S Cent Univ Nationalities,725,329,45.4
1213,China,Henan Univ Technol,723,299,41.3
1214,Nigeria,Univ Nigeria,723,182,25.2
1215,Ethiopia,Addis Ababa Univ,723,321,44.5
1216,Norway,Univ Stavanger,722,363,50.2
1217,United Kingdom,Univ Huddersfield,711,353,49.7
1218,Viet Nam,Ton Duc Thang Univ,675,362,53.7
1219,China,Shanghai Maritime Univ,669,293,43.9
1220,Singapore,Singapore Univ Technol & Design,653,405,62.0
1221,China,Beijing Technol & Business Univ,640,303,47.4
1222,China,JiLin Agr Univ,631,249,39.5
1223,Turkey,Univ Hlth Sci,600,178,29.7
1224,India,Homi Bhabha Natl Inst,541,222,41.1
1225,Saudi Arabia,King Khalid Univ,536,224,41.8
