World Rank,Institution,Location,National Rank,Education Rank,Employability Rank,Faculty Rank,Research Rank,Score,Year
438,University of Electronic Science and Technology of China,China,36,-,689,-,413,74.9,2019
439,University of Louisville,USA,125,-,775,-,411,74.8,2019
440,Medical College of Wisconsin,USA,126,-,-,-,408,74.8,2019
441,Vita-Salute San Raffaele University,Italy,18,-,-,-,410,74.8,2019
442,University of Malaya,Malaysia,1,-,363,-,434,74.8,2019
443,Polytechnic University of Catalonia,Spain,12,-,600,-,423,74.8,2019
444,São Paulo State University,Brazil,4,-,-,-,416,74.8,2019
445,Pusan National University,South Korea,11,-,577,-,425,74.8,2019
446,City College of New York,USA,127,24,418,-,751,74.8,2019
447,Okayama University,Japan,15,275,529,-,432,74.8,2019
448,University of Guelph,Canada,19,-,1162,-,419,74.7,2019
449,Lehigh University,USA,128,165,59,-,674,74.7,2019
450,University of Central Florida,USA,129,-,1050,-,421,74.7,2019
451,Catholic University of the Sacred Heart,Italy,19,-,1203,-,422,74.7,2019
452,Federal University of Minas Gerais,Brazil,5,-,651,-,431,74.7,2019
453,University of Strathclyde,United Kingdom,36,-,325,-,448,74.7,2019
454,Federal University of Rio Grande do Sul,Brazil,6,-,1218,-,427,74.7,2019
455,Chonnam National University,South Korea,12,-,1196,-,428,74.7,2019
456,University of Santiago de Compostela,Spain,13,-,898,-,430,74.7,2019
457,University of Science and Technology Beijing,China,37,-,198,-,470,74.6,2019
458,Amherst College,USA,130,18,61,-,-,74.6,2019
459,James Cook University,Australia,17,-,1112,-,433,74.6,2019
460,Chongqing University,China,38,-,539,-,446,74.6,2019
461,University of Tennessee Health Science Center,USA,131,-,-,-,435,74.6,2019
462,University of Clermont Auvergne,France,25,-,-,-,436,74.6,2019
463,University of Technology Sydney,Australia,18,-,1041,-,439,74.6,2019
464,Islamic Azad University,Iran,1,-,-,-,438,74.6,2019
465,Saint Louis University,USA,132,367,342,220,487,74.5,2019
466,École normale supérieure de Lyon,France,26,230,-,218,466,74.5,2019
467,University of Mississippi,USA,133,-,-,-,440,74.5,2019
468,West Virginia University,USA,134,-,312,-,457,74.5,2019
469,University of Trento,Italy,20,-,-,-,442,74.5,2019
470,University of Siena,Italy,21,-,1217,-,443,74.5,2019
471,Polytechnic University of Valencia,Spain,14,-,-,-,444,74.5,2019
472,University of Canterbury,New Zealand,3,384,346,175,543,74.5,2019
473,Capital Medical University,China,39,-,-,-,445,74.5,2019
474,Illinois Institute of Technology,USA,135,42,120,-,771,74.4,2019
475,Rovira i Virgili University,Spain,15,-,-,-,447,74.4,2019
476,TU Darmstadt,Germany,33,334,744,-,450,74.4,2019
477,Martin Luther University Halle-Wittenberg,Germany,34,511,-,243,451,74.4,2019
478,University of Alabama - Tuscaloosa,USA,136,467,223,-,491,74.4,2019
479,Rush University,USA,137,-,-,-,449,74.4,2019
480,University College Cork,Ireland,3,-,978,-,452,74.4,2019
481,University of Catania,Italy,22,453,-,-,453,74.4,2019
482,University of Hawaii at Manoa,USA,138,337,1076,-,455,74.4,2019
483,Oklahoma State University,USA,139,-,430,-,473,74.4,2019
484,Savoie Mont Blanc University,France,27,-,-,-,456,74.3,2019
485,University of Surrey,United Kingdom,37,305,434,-,478,74.3,2019
486,Chulalongkorn University,Thailand,1,-,113,-,577,74.3,2019
487,University of Modena and Reggio Emilia,Italy,23,-,997,-,460,74.3,2019
488,University of Bordeaux,France,28,-,1332,-,458,74.3,2019
489,University of Tromsø – The Arctic University of Norway,Norway,4,-,-,-,459,74.3,2019
490,Bar-Ilan University,Israel,6,-,822,-,464,74.3,2019
491,China University of Geosciences,China,40,-,1040,-,461,74.3,2019
492,University of Ferrara,Italy,24,-,-,-,462,74.3,2019
493,Leibniz University Hannover,Germany,35,-,899,-,465,74.2,2019
494,Florida International University,USA,140,-,1262,-,463,74.2,2019
495,AgroParisTech,France,29,496,547,-,481,74.2,2019
496,University of Rostock,Germany,36,520,-,-,467,74.2,2019
497,National Yang-Ming University,Taiwan,5,-,-,-,469,74.2,2019
498,University of Oviedo,Spain,16,-,958,-,471,74.2,2019
499,Shanghai University,China,41,-,955,-,472,74.2,2019
500,Mahidol University,Thailand,2,-,-,-,474,74.2,2019
501,University of Bremen,Germany,37,-,-,-,475,74.2,2019
502,University of Tartu,Estonia,1,521,-,-,476,74.1,2019
503,Ewha Womans University,South Korea,13,-,-,-,477,74.1,2019
504,"Institute of Cancer Research, University of London",United Kingdom,38,-,-,-,480,74.1,2019
505,Baylor University,USA,141,-,361,-,498,74.1,2019
506,University of Wisconsin–Milwaukee,USA,142,319,405,-,495,74.1,2019
507,Beijing University of Chemical Technology,China,42,-,1266,-,483,74.1,2019
508,University of Iceland,Iceland,1,-,-,-,482,74.1,2019
509,Flinders University,Australia,19,356,-,-,485,74.1,2019
510,University of Potsdam,Germany,38,-,-,-,484,74.1,2019
511,"Royal Holloway, University of London",United Kingdom,39,295,850,185,555,74.1,2019
512,University of Zagreb,Croatia,1,-,1461,-,486,74,2019
513,University of South Australia,Australia,20,-,439,-,496,74,2019
514,Clemson University,USA,143,-,934,-,489,74,2019
515,Georgia State University,USA,144,-,633,-,493,74,2019
516,Western Sydney University,Australia,21,-,-,-,488,74,2019
517,Scuola Normale Superiore di Pisa,Italy,25,91,-,206,592,74,2019
518,University of Nice Sophia Antipolis,France,30,-,-,-,490,74,2019
519,Syracuse University,USA,145,355,231,-,536,74,2019
520,Bocconi University,Italy,26,-,42,197,1072,74,2019
521,Technical University of Dortmund,Germany,39,-,-,-,492,74,2019
522,Medical University of Innsbruck,Austria,5,-,-,-,494,73.9,2019
523,Indian Institute of Management Ahmedabad,India,2,354,22,-,-,73.9,2019
524,San Diego State University,USA,146,-,435,-,510,73.9,2019
525,Brigham Young University,USA,147,361,873,-,497,73.9,2019
526,Nanjing University of Science and Technology,China,43,-,613,-,504,73.9,2019
527,University of Arkansas - Fayetteville,USA,148,329,389,-,519,73.9,2019
528,College of William & Mary,USA,149,-,89,-,681,73.9,2019
529,La Trobe University,Australia,22,-,1204,-,499,73.9,2019
530,Chiba University,Japan,16,-,-,-,500,73.9,2019
531,University of Verona,Italy,27,-,-,-,501,73.8,2019
532,NOVA University of Lisbon,Portugal,4,-,-,-,502,73.8,2019
533,Wuhan University of Technology,China,44,-,1011,-,506,73.8,2019
534,National Central University,Taiwan,6,-,-,-,503,73.8,2019
535,Ulsan National Institute of Science and Technology,South Korea,14,-,-,-,505,73.8,2019
536,Cairo University,Egypt,1,-,1095,-,507,73.8,2019
537,University of Tehran,Iran,2,330,-,-,509,73.8,2019
538,Chang Gung University,Taiwan,7,-,-,-,508,73.8,2019
539,Moscow Institute of Physics and Technology,Russia,2,63,532,-,655,73.8,2019
540,Nanjing Agricultural University,China,45,-,-,-,511,73.8,2019
541,University of Sherbrooke,Canada,20,-,1023,-,513,73.8,2019
542,Bielefeld University,Germany,40,-,-,-,512,73.7,2019
543,Swansea University,United Kingdom,40,-,1121,-,516,73.7,2019
544,Federal University of São Paulo,Brazil,7,-,-,-,514,73.7,2019
545,University of Nantes,France,31,-,-,-,515,73.7,2019
546,Masaryk University,Czech Republic,2,-,-,-,517,73.7,2019
547,Huazhong Agricultural University,China,46,-,-,-,518,73.7,2019
548,Indian Institute of Technology Delhi,India,3,-,102,-,680,73.7,2019
549,Northwestern Polytechnical University,China,47,-,690,-,521,73.7,2019
550,Toulouse INP,France,32,-,217,-,579,73.7,2019
551,Utah State University,USA,150,318,761,-,525,73.7,2019
552,RMIT University,Australia,23,-,1020,-,523,73.6,2019
553,"St George's, University of London",United Kingdom,41,-,-,-,522,73.6,2019
554,Nanjing University of Aeronautics and Astronautics,China,48,-,1271,-,524,73.6,2019
555,National Technical University of Athens,Greece,3,411,735,-,534,73.6,2019
556,University of Pretoria,South Africa,5,-,707,-,537,73.6,2019
557,"University of Maine, Orono",USA,151,-,-,62,886,73.6,2019
558,Konkuk University,South Korea,15,-,909,-,531,73.6,2019
559,Tata Institute of Fundamental Research,India,4,-,-,-,526,73.6,2019
560,Saint Petersburg University,Russia,3,194,428,-,560,73.6,2019
561,Carleton University,Canada,21,-,1171,-,529,73.6,2019
562,University of Salerno,Italy,28,-,-,-,527,73.5,2019
563,University of Palermo,Italy,29,-,-,-,528,73.5,2019
564,University of Nebraska Medical Center,USA,152,-,-,-,530,73.5,2019
565,Polytechnic University of Madrid,Spain,17,427,589,-,545,73.5,2019
566,"National University of Ireland, Galway",Ireland,4,418,1372,-,532,73.5,2019
567,University of Plymouth,United Kingdom,42,-,1400,-,533,73.5,2019
568,University of Jyväskylä,Finland,7,-,1356,-,535,73.5,2019
569,University of Texas at Arlington,USA,153,-,1031,-,538,73.5,2019
570,Medical University of Graz,Austria,6,-,-,-,539,73.5,2019
571,University of Wyoming,USA,154,-,603,-,548,73.5,2019
572,Palacký University Olomouc,Czech Republic,3,-,-,-,540,73.5,2019
573,Nanjing Medical University,China,49,-,-,-,541,73.4,2019
574,University of Texas Medical Branch,USA,155,-,-,-,542,73.4,2019
575,Concordia University,Canada,22,482,276,-,581,73.4,2019
576,University of Bayreuth,Germany,41,-,1339,-,544,73.4,2019
577,"China Medical University, Taiwan",Taiwan,8,-,-,-,546,73.4,2019
578,Tehran University of Medical Sciences,Iran,3,-,-,-,547,73.4,2019
579,University of Burgundy,France,33,221,-,-,552,73.4,2019
580,University of St.Gallen,Switzerland,8,-,28,-,1612,73.4,2019
581,University of La Laguna,Spain,18,-,-,-,549,73.4,2019
582,Middle East Technical University,Turkey,1,-,304,-,583,73.4,2019
583,University of New Hampshire,USA,156,-,506,-,564,73.3,2019
584,Shenzhen University,China,50,-,767,-,553,73.3,2019
585,Tokushima University,Japan,17,37,914,-,859,73.3,2019
586,University of Konstanz,Germany,42,-,-,-,550,73.3,2019
587,Indian Institute of Technology Bombay,India,5,-,611,-,558,73.3,2019
588,Zhengzhou University,China,51,-,1008,-,551,73.3,2019
589,Polytechnic University of Turin,Italy,30,-,801,-,554,73.3,2019
590,Loyola University Chicago,USA,157,260,864,-,561,73.3,2019
591,Osaka City University,Japan,18,58,517,-,714,73.3,2019
592,Saarland University,Germany,43,-,531,-,572,73.3,2019
593,University of Aveiro,Portugal,5,-,-,-,556,73.3,2019
594,Brunel University London,United Kingdom,43,-,533,-,573,73.2,2019
595,Tokyo Metropolitan University,Japan,19,76,941,-,656,73.2,2019
596,National University of La Plata,Argentina,2,495,1337,-,557,73.2,2019
597,National Chung Hsing University,Taiwan,9,-,266,-,602,73.2,2019
598,Eötvös Loránd University,Hungary,1,399,-,-,559,73.2,2019
599,Auburn University,USA,158,-,240,-,608,73.2,2019
600,Indian Institute of Technology Madras,India,6,-,178,-,642,73.2,2019
601,"Northeastern University, China",China,52,-,459,-,580,73.2,2019
602,Institut national des sciences appliquées de Lyon,France,34,-,-,-,562,73.2,2019
603,SUNY Downstate Medical Center,USA,159,-,-,96,841,73.2,2019
604,Xidian University,China,53,-,1185,-,563,73.2,2019
605,Tokyo Medical and Dental University,Japan,20,-,-,-,565,73.1,2019
606,Memorial University of Newfoundland,Canada,23,-,734,-,570,73.1,2019
607,Massey University,New Zealand,4,-,936,-,567,73.1,2019
608,University of Delhi,India,7,461,133,-,679,73.1,2019
609,University of Udine,Italy,31,-,-,-,566,73.1,2019
610,Novosibirsk State University,Russia,4,307,1274,-,571,73.1,2019
611,Fuzhou University,China,54,-,731,-,576,73.1,2019
612,Kitasato University,Japan,21,-,-,86,874,73.1,2019
613,University of Crete,Greece,4,-,-,-,568,73.1,2019
614,University of Cagliari,Italy,32,-,-,-,569,73.1,2019
615,Sharif University of Technology,Iran,4,262,-,-,578,73.1,2019
616,University of Minho,Portugal,6,-,-,-,575,73,2019
617,Tilburg University,Netherlands,13,-,364,-,598,73,2019
618,Sciences Po,France,35,-,53,80,1869,73,2019
619,Northwest A&F University,China,55,-,-,-,582,73,2019
620,Inha University,South Korea,16,-,675,-,589,73,2019
621,University of Missouri-Kansas City,USA,160,464,567,-,594,73,2019
622,University of Haifa,Israel,7,-,968,-,584,73,2019
623,China University of Petroleum,China,56,-,653,-,593,73,2019
624,University of Québec at Montreal,Canada,24,-,857,-,588,73,2019
625,University of Brescia,Italy,33,-,-,-,585,73,2019
626,Chungnam National University,South Korea,17,-,-,-,586,73,2019
627,University of Texas at San Antonio,USA,161,-,-,-,587,73,2019
628,University of Ioannina,Greece,5,-,-,-,590,72.9,2019
629,Nanjing Tech University,China,57,-,-,-,591,72.9,2019
630,Shinshu University,Japan,22,-,1322,-,595,72.9,2019
631,Rio de Janeiro State University,Brazil,8,-,1414,-,596,72.9,2019
632,University of Oklahoma Health Sciences Center,USA,162,270,-,-,603,72.9,2019
633,Second Military Medical University,China,58,-,-,-,597,72.9,2019
634,"University of Nevada, Reno",USA,163,-,993,-,601,72.9,2019
635,University of Calabria,Italy,34,-,-,-,599,72.9,2019
636,Loughborough University,United Kingdom,44,-,-,-,600,72.9,2019
637,Mississippi State University,USA,164,239,365,-,639,72.9,2019
638,Montana State University - Bozeman,USA,165,493,1207,-,604,72.9,2019
639,Kanazawa University,Japan,23,-,615,-,611,72.8,2019
640,Jiangnan University,China,59,-,1413,-,605,72.8,2019
641,National Polytechnic Institute,Mexico,2,-,-,-,606,72.8,2019
642,"University of Maryland, Baltimore County",USA,166,-,-,207,666,72.8,2019
643,Semmelweis University,Hungary,2,-,-,-,607,72.8,2019
644,Istanbul University,Turkey,2,389,1032,-,610,72.8,2019
645,Hacettepe University,Turkey,3,-,-,-,609,72.8,2019
646,Chung-Ang University,South Korea,18,-,1055,-,612,72.8,2019
647,Yokohama City University,Japan,24,-,201,-,682,72.8,2019
648,Catholic University of Korea,South Korea,19,-,-,-,613,72.8,2019
649,American University of Beirut,Lebanon,1,145,174,-,726,72.8,2019
650,King Fahd University of Petroleum and Minerals,Saudi Arabia,4,-,116,-,773,72.8,2019
651,Comenius University in Bratislava,Slovak Republic,1,-,-,-,614,72.7,2019
652,Czech Technical University in Prague,Czech Republic,4,481,-,-,615,72.7,2019
653,Chonbuk National University,South Korea,20,-,-,-,616,72.7,2019
654,Tokyo University of Science,Japan,25,166,1223,-,631,72.7,2019
655,University of Salamanca,Spain,19,-,928,-,617,72.7,2019
656,Heriot-Watt University,United Kingdom,45,-,481,-,637,72.7,2019
657,Victoria University of Wellington,New Zealand,5,381,678,-,623,72.7,2019
658,University of Alaska Fairbanks,USA,167,398,697,-,625,72.7,2019
659,Southwest University,China,60,462,1351,-,619,72.7,2019
660,Jinan University,China,61,-,598,-,633,72.7,2019
661,Central China Normal University,China,62,-,1161,-,621,72.7,2019
662,Federal University of Santa Catarina,Brazil,9,-,-,-,620,72.7,2019
663,Otto von Guericke University Magdeburg,Germany,44,-,-,-,622,72.6,2019
664,Niigata University,Japan,26,-,674,-,632,72.6,2019
665,University of Kent,United Kingdom,46,-,749,-,627,72.6,2019
666,University of Lübeck,Germany,45,-,-,-,624,72.6,2019
667,"University of North Texas, Denton",USA,168,-,893,-,630,72.6,2019
668,Gwangju Institute of Science and Technology,South Korea,21,-,-,-,626,72.6,2019
669,Northeast Normal University,China,63,-,-,-,628,72.6,2019
670,Montpellier SupAgro,France,36,-,-,-,629,72.6,2019
671,École Pratique des Hautes Études,France,37,43,-,-,916,72.6,2019
672,University of Massachusetts Boston,USA,169,-,1057,147,799,72.6,2019
673,AGH University of Science and Technology,Poland,3,-,752,-,640,72.6,2019
674,Indian Institute of Technology Kharagpur,India,8,-,464,-,651,72.6,2019
675,University of Campania Luigi Vanvitelli,Italy,35,-,-,-,634,72.5,2019
676,Hong Kong Baptist University,Hong Kong,6,-,1321,-,635,72.5,2019
677,Taipei Medical University,Taiwan,10,-,-,-,636,72.5,2019
678,University of Graz,Austria,7,509,1079,228,670,72.5,2019
679,Swinburne University of Technology,Australia,24,-,-,-,638,72.5,2019
680,École centrale de Lille,France,38,-,85,-,908,72.5,2019
681,Ohio University,USA,170,220,337,-,686,72.5,2019
682,University of Eastern Piedmont,Italy,36,-,-,-,641,72.5,2019
683,Ankara University,Turkey,4,-,700,-,647,72.5,2019
684,ESPCI Paris,France,39,425,-,190,718,72.5,2019
685,Technical University of Braunschweig,Germany,46,335,1108,-,645,72.5,2019
686,University of Málaga,Spain,20,-,-,-,643,72.5,2019
687,Augusta University,USA,171,-,-,-,644,72.4,2019
688,"University of Science, Malaysia",Malaysia,2,-,-,-,646,72.4,2019
689,Ocean University of China,China,64,-,1305,-,648,72.4,2019
690,University of Vigo,Spain,21,-,-,-,649,72.4,2019
691,University of Arkansas for Medical Sciences,USA,172,-,-,-,650,72.4,2019
692,University of Szeged,Hungary,3,-,-,236,677,72.4,2019
693,Kent State University,USA,173,-,-,-,652,72.4,2019
694,"Birkbeck, University of London",United Kingdom,47,284,-,165,796,72.4,2019
695,University of Fribourg,Switzerland,9,-,338,-,690,72.4,2019
696,International School for Advanced Studies,Italy,37,-,-,-,654,72.4,2019
697,University of Idaho,USA,174,-,-,-,657,72.4,2019
698,Kumamoto University,Japan,27,-,614,-,667,72.4,2019
699,University of Salento,Italy,38,-,-,-,658,72.4,2019
700,Boğaziçi University,Turkey,5,-,677,-,664,72.3,2019
701,University of Cantabria,Spain,22,-,1348,-,659,72.3,2019
702,Istanbul Technical University,Turkey,6,-,768,-,660,72.3,2019
703,Vilnius University,Lithuania,1,-,-,-,661,72.3,2019
704,Aberystwyth University,United Kingdom,48,-,823,170,802,72.3,2019
705,University of Girona,Spain,23,-,-,-,662,72.3,2019
706,University of Castilla–La Mancha,Spain,24,-,-,-,663,72.3,2019
707,Wesleyan University,USA,175,172,43,-,1411,72.3,2019
708,University of Angers,France,40,-,-,-,665,72.3,2019
709,Ajou University,South Korea,22,-,931,-,668,72.3,2019
710,Jawaharlal Nehru Centre for Advanced Scientific Research,India,9,-,-,95,1000,72.3,2019
711,Renmin University of China,China,65,-,119,-,847,72.3,2019
712,Getúlio Vargas Foundation,Brazil,10,-,31,-,-,72.2,2019
713,Paris 13 University,France,41,-,-,-,671,72.2,2019
714,Donghua University,China,66,-,1277,-,672,72.2,2019
715,Télécom ParisTech,France,42,-,54,-,1165,72.2,2019
716,Nanjing Normal University,China,67,-,987,-,673,72.2,2019
717,Roma Tre University,Italy,39,-,-,-,675,72.2,2019
718,National Sun Yat-sen University,Taiwan,11,-,-,-,678,72.2,2019
719,University of Greifswald,Germany,47,-,-,244,684,72.2,2019
720,University of Montana,USA,176,200,-,-,694,72.2,2019
721,Jiangsu University,China,68,-,1298,-,683,72.2,2019
722,University of Toledo,USA,177,-,-,-,685,72.2,2019
723,Beijing Jiaotong University,China,69,-,1396,-,687,72.2,2019
724,University of Debrecen,Hungary,4,-,-,-,688,72.2,2019
725,University of Denver,USA,178,-,158,-,821,72.1,2019
726,National Research Nuclear University MEPhI,Russia,5,456,-,-,689,72.1,2019
727,Graz University of Technology,Austria,8,-,-,-,691,72.1,2019
728,Kangwon National University,South Korea,23,-,1438,-,692,72.1,2019
729,Warsaw University of Technology,Poland,4,469,1085,-,695,72.1,2019
730,University of the Balearic Islands,Spain,25,-,-,-,693,72.1,2019
731,"All India Institute of Medical Sciences, New Delhi",India,10,-,-,-,696,72.1,2019
732,Miami University,USA,179,-,121,-,867,72.1,2019
733,Marche Polytechnic University,Italy,40,-,-,-,697,72.1,2019
734,Southern Medical University,China,70,-,-,-,698,72.1,2019
735,University of Murcia,Spain,26,-,-,-,699,72.1,2019
736,University of Essex,United Kingdom,49,422,620,-,705,72.1,2019
737,Kindai University,Japan,28,-,-,-,700,72.1,2019
738,Yeungnam University,South Korea,24,-,386,-,730,72,2019
739,"Open University, UK",United Kingdom,50,-,1471,-,701,72,2019
740,North China Electric Power University,China,71,-,463,-,716,72,2019
741,Nagasaki University,Japan,29,309,230,-,775,72,2019
742,Beijing University of Technology,China,72,-,-,-,702,72,2019
743,Bangor University,United Kingdom,51,167,870,-,717,72,2019
744,Air Force Medical University,China,73,-,-,-,703,72,2019
745,Nanjing University of Information Science and Technology,China,74,-,-,-,704,72,2019
746,Norwegian School of Economics,Norway,5,371,37,-,1989,72,2019
747,Örebro University,Sweden,12,-,841,-,707,72,2019
748,Isfahan University of Technology,Iran,5,-,-,-,706,72,2019
749,National University of Defense Technology,China,75,-,1361,-,708,72,2019
750,University of Patras,Greece,6,-,-,-,709,72,2019
751,University of Cyprus,Cyprus,1,-,-,-,710,71.9,2019
752,University Paris-Est Créteil,France,43,-,804,-,713,71.9,2019
753,Binghamton University,USA,180,245,392,-,763,71.9,2019
754,Federal University of Paraná,Brazil,11,-,1205,-,712,71.9,2019
755,Tianjin Medical University,China,76,-,-,-,711,71.9,2019
756,University of North Carolina at Charlotte,USA,181,-,542,-,732,71.9,2019
757,Gyeongsang National University,South Korea,25,-,-,-,715,71.9,2019
758,Norwegian University of Life Sciences,Norway,6,-,985,-,719,71.9,2019
759,Hasselt University,Belgium,8,-,575,-,739,71.9,2019
760,University of Louisiana at Lafayette,USA,182,-,-,-,720,71.9,2019
761,University of Johannesburg,South Africa,6,-,999,-,722,71.9,2019
762,University of Split,Croatia,2,-,-,-,721,71.9,2019
763,University of Rhode Island,USA,183,-,477,-,753,71.9,2019
764,Graduate University for Advanced Studies,Japan,30,-,-,-,723,71.8,2019
765,South China Normal University,China,77,-,1005,-,727,71.8,2019
766,University of Akron,USA,184,-,723,-,736,71.8,2019
767,University of Wuppertal,Germany,48,-,-,-,724,71.8,2019
768,Kaohsiung Medical University,Taiwan,12,-,-,-,725,71.8,2019
769,University of L'Aquila,Italy,41,-,-,-,728,71.8,2019
770,Army Medical University,China,78,-,-,-,729,71.8,2019
771,École normale supérieure Paris-Saclay,France,44,-,211,154,1018,71.8,2019
772,Zhejiang University of Technology,China,79,-,1280,-,731,71.8,2019
773,Southern Illinois University Carbondale,USA,185,-,1358,-,733,71.8,2019
774,"University of Natural Resources and Life Sciences, Vienna",Austria,9,-,-,-,734,71.8,2019
775,Jean Monnet University,France,45,-,-,-,735,71.8,2019
776,Nanjing University of Posts and Telecommunications,China,80,-,927,-,740,71.8,2019
777,INSA Toulouse,France,46,-,576,-,756,71.8,2019
778,Amirkabir University of Technology,Iran,6,-,-,-,737,71.7,2019
779,"University of Córdoba, Spain",Spain,27,-,-,-,738,71.7,2019
780,Hefei University of Technology,China,81,-,732,-,746,71.7,2019
781,National University of Colombia,Colombia,1,-,759,-,745,71.7,2019
782,"University of Nevada, Las Vegas",USA,186,-,1059,-,741,71.7,2019
783,New Mexico State University,USA,187,342,810,-,749,71.7,2019
784,National Taiwan University of Science and Technology,Taiwan,13,-,-,-,742,71.7,2019
785,Uniformed Services University of the Health Sciences,USA,188,-,-,-,743,71.7,2019
786,Carl von Ossietzky University of Oldenburg,Germany,49,-,-,-,744,71.7,2019
787,Carlos III University of Madrid,Spain,28,-,-,-,747,71.7,2019
788,Indian Institute of Technology Roorkee,India,11,-,277,-,812,71.7,2019
789,Jaume I University,Spain,29,-,-,-,748,71.7,2019
790,Old Dominion University,USA,189,-,-,-,750,71.7,2019
791,Liverpool John Moores University,United Kingdom,52,-,-,-,752,71.7,2019
792,University of Tours,France,47,191,-,-,765,71.6,2019
793,Ain Shams University,Egypt,2,-,-,-,754,71.6,2019
794,University of Concepción,Chile,3,-,-,-,755,71.6,2019
795,Ege University,Turkey,7,-,-,-,757,71.6,2019
796,"National University of Malaysia, UKM",Malaysia,3,-,-,-,758,71.6,2019
797,University of Orléans,France,48,-,1379,-,759,71.6,2019
798,"Putra University, Malaysia",Malaysia,4,-,1403,-,760,71.6,2019
799,China University of Mining and Technology,China,82,-,883,-,764,71.6,2019
800,Nanchang University,China,83,-,1295,-,762,71.6,2019
801,"University of the Andes, Colombia",Colombia,2,-,383,-,801,71.6,2019
802,Tarbiat Modares University,Iran,7,-,-,-,761,71.6,2019
803,Panjab University,India,12,433,587,-,779,71.6,2019
804,Cranfield University,United Kingdom,53,-,149,-,919,71.6,2019
805,Michigan Technological University,USA,190,452,1052,-,768,71.6,2019
806,University of Portsmouth,United Kingdom,54,-,1009,-,770,71.5,2019
807,Polytechnic University of Bari,Italy,42,-,-,-,766,71.5,2019
808,University of Hohenheim,Germany,50,-,-,-,767,71.5,2019
809,University of Windsor,Canada,25,-,169,-,894,71.5,2019
810,Beijing University of Posts and Telecommunications,China,84,-,445,-,795,71.5,2019
811,Juntendo University,Japan,31,-,-,-,769,71.5,2019
812,Rutgers University–Newark,USA,191,-,994,-,774,71.5,2019
813,University of Alicante,Spain,30,-,-,-,772,71.5,2019
814,Northern Illinois University,USA,192,-,607,-,788,71.5,2019
815,Swarthmore College,USA,193,26,253,-,1786,71.5,2019
816,University of Mons,Belgium,9,-,-,-,776,71.5,2019
817,Makerere University,Uganda,1,-,1451,-,777,71.5,2019
818,"University of Science and Technology, Korea",South Korea,26,-,-,-,778,71.5,2019
819,Bucknell University,USA,194,-,47,-,1714,71.5,2019
820,Quaid-i-Azam University,Pakistan,1,-,-,-,780,71.4,2019
821,University of Messina,Italy,43,-,-,-,781,71.4,2019
822,University of Macau,Macau,1,-,442,-,818,71.4,2019
823,Banaras Hindu University,India,13,349,618,-,798,71.4,2019
824,University of Brasília,Brazil,12,-,845,-,787,71.4,2019
825,Nihon University,Japan,32,454,1220,-,783,71.4,2019
826,University of Insubria,Italy,44,-,-,-,782,71.4,2019
827,TU Kaiserslautern,Germany,51,-,1028,-,786,71.4,2019
828,Keele University,United Kingdom,55,-,-,-,784,71.4,2019
829,Shaanxi Normal University,China,85,-,-,-,785,71.4,2019
830,Indian Institute of Technology Kanpur,India,14,-,579,-,809,71.4,2019
831,Adam Mickiewicz University in Poznań,Poland,5,-,-,-,789,71.4,2019
832,London Business School,United Kingdom,56,-,55,-,1468,71.4,2019
833,Portland State University,USA,195,-,334,-,845,71.4,2019
834,University of Western Brittany,France,49,-,-,-,790,71.3,2019
835,Johannes Kepler University Linz,Austria,10,-,741,-,803,71.3,2019
836,University of Alcalá,Spain,31,-,-,-,791,71.3,2019
837,"University of the Republic, Uruguay",Uruguay,1,-,1467,-,792,71.3,2019
838,East Carolina University,USA,196,-,701,-,807,71.3,2019
839,Paul Valéry University,France,50,-,-,-,793,71.3,2019
840,Sejong University,South Korea,27,-,-,-,794,71.3,2019
841,Gazi University,Turkey,8,-,1297,-,797,71.3,2019
842,Yangzhou University,China,86,-,1457,-,800,71.3,2019
843,Bilkent University,Turkey,9,-,812,-,810,71.3,2019
844,Ryerson University,Canada,26,-,-,-,804,71.3,2019
845,University of Brighton,United Kingdom,57,-,-,-,805,71.3,2019
846,South China Agricultural University,China,87,-,1447,-,806,71.3,2019
847,University of Siegen,Germany,52,-,1377,-,808,71.3,2019
848,Tokyo University of Agriculture and Technology,Japan,33,-,-,-,811,71.3,2019
849,Southwest Jiaotong University,China,88,-,797,-,820,71.2,2019
850,"University of California, Merced",USA,197,-,-,-,813,71.2,2019
851,University of Extremadura,Spain,32,-,-,-,814,71.2,2019
852,Aga Khan University,Pakistan,2,-,-,-,815,71.2,2019
853,"Northwest University, China",China,89,-,-,-,816,71.2,2019
854,National University of Córdoba,Argentina,3,-,-,-,817,71.2,2019
855,Harbin Engineering University,China,90,-,-,-,819,71.2,2019
856,Colgate University,USA,198,-,45,-,1838,71.2,2019
857,Osaka Prefecture University,Japan,34,-,563,-,842,71.2,2019
858,Federal University of Pelotas,Brazil,13,-,-,-,822,71.2,2019
859,University of Hyogo,Japan,35,-,-,131,1077,71.2,2019
860,University of Stirling,United Kingdom,58,-,593,-,840,71.2,2019
861,University of Picardie Jules Verne,France,51,-,-,-,823,71.2,2019
862,Budapest University of Technology and Economics,Hungary,5,212,-,-,837,71.2,2019
863,University of Poitiers,France,52,341,-,-,826,71.1,2019
864,North Dakota State University,USA,199,267,1180,-,833,71.1,2019
